Label,x,y,claim,perspective,opposite_auto
1,0,0, Aboriginal culture must be protected,In the past we have oppressed native peoples and we must learn from that so we do not do it again.,In the past we have oppressed native peoples and we must learn from that so we do do it again.
0,0,0, Aboriginal culture must be protected,Government interference is not necessary to preserve culture,Government interference is necessary to preserve culture
1,0,0, Aboriginal culture must be protected,"Existing states are responsible for the destruction of indigenous populations and their societies, and thereby have an obligation to help reverse the effects of their actions","Existing states are not responsible for the destruction of indigenous populations and their societies, and thereby have an obligation to help reverse the effects of their actions"
1,0,0, Aboriginal culture must be protected,Wrongs must be righted where indigenous populations have been harmed.,Wrongs needn't be righted where indigenous populations have been harmed.
1,0,0, Aboriginal culture must be protected,Repair of past errors in treatment of indigenous peoples is an obligation of those who benefited.,Repair of past errors in treatment of indigenous peoples is not an obligation of those who benefited.
0,0,0,Music That Glorifies Crime Should Be Banned,It is dangerous to censor art.,It is not dangerous to censor art.
0,0,0,Music That Glorifies Crime Should Be Banned,Censoring art is extremely bad.,Censoring art is not extremely bad.
1,0,0,Music That Glorifies Crime Should Be Banned,people are influenced by violent music,people are not influenced by violent music
1,0,0,Music That Glorifies Crime Should Be Banned,"To ban music that encourages violence against women would be done with the intention of protecting women; if it is necessary to paint them as the victims of violence that they are, that is a small price to pay. Furthermore, bans on child pornography would","To ban music that encourages violence against women would be done with the intention of protecting women; if it is not necessary to paint them as the victims of violence that they are, that is a small price to pay. Furthermore, bans on child pornography would"
1,0,0,Music That Glorifies Crime Should Be Banned,"Violence is music leads to violence in real life, so ending violent music would lessen violence in real life.","Violence is not music leads to violence in real life, so ending violent music would lessen violence in real life."
1,0,0,Music That Glorifies Crime Should Be Banned,A change is needed to stop the cycle of violence.,A change is not needed to stop the cycle of violence.
1,0,0,Music That Glorifies Crime Should Be Banned,"When harmful speech is glorified in music, it leads to bad things in real life. ","When harmful speech is not glorified in music, it leads to bad things in real life."
0,0,0,Music That Glorifies Crime Should Be Banned,People are justified in listening to violent music,People are not justified in listening to violent music
0,0,0,Music That Glorifies Crime Should Be Banned,Violent music can be listened to without people going out and doing what the music says.,Violent music can't be listened to without people going out and doing what the music says.
1,0,0,Music That Glorifies Crime Should Be Banned,A ban is necessary for progress in the status of women.,A ban is not necessary for progress in the status of women.
1,0,0,Music That Glorifies Crime Should Be Banned,To ban violent music against weapon is to support positive status of women in society.,To ban violent music against weapon is not to support positive status of women in society.
1,0,0,Music That Glorifies Crime Should Be Banned,Music depicting violence against women encourages men (and women) not to respect women.,Music depicting violence against women encourages men (and women) to respect women.
1,0,0,Music That Glorifies Crime Should Be Banned,Both sexes are encouraged lose respect for women when music depicts violence against women.,Both sexes are not encouraged lose respect for women when music depicts violence against women.
